specie_id,master_species,family_molecules,synonym_species,,aphia_ID
s2476,Leptogorgia principensis,Gorgoniidae,,,286262
s2477,Leptogorgia pseudogracilis,Gorgoniidae,,,517736
s2478,Leptogorgia pulcherrima,Gorgoniidae,,,286263
s2479,Leptogorgia pumila,Gorgoniidae,,,286265
s2480,Leptogorgia purpurea,Gorgoniidae,,,286267
s2481,Leptogorgia purpureoviolacea,Gorgoniidae,,,125368
s2482,Leptogorgia pusilla,Gorgoniidae,,,286269
s2483,Leptogorgia querciformis,Gorgoniidae,,,1007390
s2484,Leptogorgia ramulus,Gorgoniidae,,,889416
s2485,Leptogorgia rathbunii,Gorgoniidae,,,286272
s2486,Leptogorgia regis,Gorgoniidae,,,517737
s2487,Leptogorgia ruberrima,Gorgoniidae,,,286276
s2488,Leptogorgia rubra,Gorgoniidae,,,286277
s2489,Leptogorgia rubroflavescens,Gorgoniidae,,,286278
s2490,Leptogorgia rubropurpurea,Gorgoniidae,,,1518141
s2491,Leptogorgia saharensis,Gorgoniidae,,,286280
s2492,Leptogorgia sanguinea,Gorgoniidae,,,286281
s2493,Leptogorgia stheno,Gorgoniidae,,,286285
s2494,Leptogorgia styx,Gorgoniidae,,,286286
s2495,Leptogorgia sulfurea,Gorgoniidae,,,286287
s2496,Leptogorgia sylvanae,Gorgoniidae,,,286288
s2497,Leptogorgia taboguillae,Gorgoniidae,,,517738
s2498,Leptogorgia tenuissima,Gorgoniidae,,,286290
s2499,Leptogorgia tenuis,Gorgoniidae,,,286289
s2500,Leptogorgia tricorata,Gorgoniidae,,,889446
s2501,Leptogorgia varians,Gorgoniidae,,,286291
s2502,Leptogorgia viminalis,Gorgoniidae,,,125370
s2503,Leptogorgia violacea,Gorgoniidae,,,286292
s2504,Leptogorgia violetta,Gorgoniidae,,,286293
s2505,Leptogorgia virgea,Gorgoniidae,,,286294
s2506,Leptogorgia waltonae,Gorgoniidae,,,1264294
s2507,Olindagorgia gracilis,Gorgoniidae,,,290926
s2508,Pacifigorgia adamsii,Gorgoniidae,,,290566
s2509,Pacifigorgia agassizii,Gorgoniidae,,,290567
s2510,Pacifigorgia arenata,Gorgoniidae,,,290568
s2511,Pacifigorgia bayeri,Gorgoniidae,,,290569
s2512,Pacifigorgia cairnsi,Gorgoniidae,,,290570
s2513,Pacifigorgia catedralensis,Gorgoniidae,,,290571
s2514,Pacifigorgia cribrum,Gorgoniidae,,,517755
s2515,Pacifigorgia curta,Gorgoniidae,,,290572
s2516,Pacifigorgia dampieri,Gorgoniidae,,,290573
s2517,Pacifigorgia darwinii,Gorgoniidae,,,290574
s2518,Pacifigorgia douglasii,Gorgoniidae,,,290575
s2519,Pacifigorgia elegans,Gorgoniidae,,,290576
s2520,Pacifigorgia engelmanni,Gorgoniidae,,,290577
s2521,Pacifigorgia exilis,Gorgoniidae,,,290578
s2522,Pacifigorgia eximia,Gorgoniidae,,,520687
s2523,Pacifigorgia firma,Gorgoniidae,,,290580
s2524,Pacifigorgia flavimaculata,Gorgoniidae,,,290581
s2525,Pacifigorgia lacerata,Gorgoniidae,,,290582
s2526,Pacifigorgia machalilla,Gorgoniidae,,,1350663
s2527,Pacifigorgia marviva,Gorgoniidae,,,889447
s2528,Pacifigorgia media,Gorgoniidae,,,520696
s2529,Pacifigorgia pulchra,Gorgoniidae,,,290583
s2530,Pacifigorgia rubicunda,Gorgoniidae,,,290584
s2531,Pacifigorgia rubinoffi,Gorgoniidae,,,290585
s2532,Pacifigorgia rubripunctata,Gorgoniidae,,,290586
s2533,Pacifigorgia rutila,Gorgoniidae,,,290587
s2534,Pacifigorgia samarensis,Gorgoniidae,,,290588
s2535,Pacifigorgia sculpta,Gorgoniidae,,,290589
s2536,Pacifigorgia senta,Gorgoniidae,,,290590
s2537,Pacifigorgia smithsoniana,Gorgoniidae,,,290591
s2538,Pacifigorgia symbiotica,Gorgoniidae,,,290592
s2539,Pacifigorgia tabogae,Gorgoniidae,,,290593
s2540,Pacifigorgia tupperi,Gorgoniidae,,,290594
s2541,Phycogorgia fucata,Gorgoniidae,,,290743
s2542,Pinnigorgia perroteti,Pterogorgiidae,,,290768
s2543,Pinnigorgia platystoma,Pterogorgiidae,,,290769
s2544,Pseudopterogorgia australiensis,Gorgoniidae,,,290892
s2545,Pseudopterogorgia formosa,Gorgoniidae,,,290896
s2546,Pseudopterogorgia fredericki,Gorgoniidae,,,290897
s2547,Pseudopterogorgia luzonica,Gorgoniidae,,,290901
s2548,Pseudopterogorgia oppositipinna,Gorgoniidae,,,290904
s2549,Pseudopterogorgia rubrotincta,Gorgoniidae,,,290907
s2550,Leptogorgia thomassini,Gorgoniidae,,,1637025
s2551,Pseudopterogorgia torresia,Gorgoniidae,,,290909
s2552,Pterogorgia antillarum,Gorgoniidae,,,290923
s2553,Rumphella aggregata,Isididae,,,213044
s2554,Rumphella antipathes,Isididae,,,288448
s2555,Rumphella suffruticosa,Isididae,,,517769
s2556,Rumphella torta,Isididae,,,1333377
s2557,Isis elongata,Isididae,,,290209
s2559,Isis minorbrachyblasta,Isididae,,,290212
s2560,Isis reticulata,Isididae,,,290214
s2561,Ideogorgia capensis,Ideogorgiidae,,,1512388
s2562,Ideogorgia laurae,Ideogorgiidae,,,1390428
s2563,Keroeides erythraea,Keroeididae,,,882359
s2564,Keroeides fallax,Keroeididae,,,517722
s2565,Keroeides gracilis,Keroeididae,,,517723
s2566,Keroeides koreni,Keroeididae,,,290243
s2567,Keroeides mosaica,Keroeididae,,,517724
s2568,Keroeides pallida,Keroeididae,,,517725
s2569,Pseudothelogorgia hartogi,Malacalcyonacea_incertae_sedis,,,290916
s2570,Thelogorgia longiflora,uncertain,,,291212
s2571,Thelogorgia stellata,uncertain,,,291213
s2572,Plexaurella grandiflora,Plexaurellidae,,,290814
s2573,Plexaurella obesa,Plexaurellidae,,,1349713
s2574,Plexaurella rastrera,Plexaurellidae,,,1548120
s2575,Plexaurella regia,Plexaurellidae,,,290822
s2576,Plexaurella teres,Plexaurellidae,,,290824
s2577,Acanthacis austera,Paramuriceidae,,,517603
s2578,Acanthacis scabra,Paramuriceidae,,,517604
s2579,Acanthomuricea biserialis,Astrogorgiidae,,,287966
s2580,Acanthomuricea dina,Astrogorgiidae,,,287967
s2581,Acanthomuricea mberea,Astrogorgiidae,,,287968
s2582,Acanthomuricea pulchra,Astrogorgiidae,,,213047
s2583,Acanthomuricea purpurea,Astrogorgiidae,,,520668
s2584,Acanthomuricea silpa,Astrogorgiidae,,,287969
s2585,Acanthomuricea uimea,Astrogorgiidae,,,287970
s2586,Alaskagorgia aleutiana,uncertain,,,289377
s2587,Alaskagorgia splendicitrina,uncertain,,,1310065
s2588,Anthomuricea aberrans,Paramuriceidae,,,289423
s2589,Anthomuricea antillarum,Paramuriceidae,,,517633
s2590,Anthomuricea argentea,Paramuriceidae,,,289424
s2591,Anthomuricea brunnea,Paramuriceidae,,,289425
s2592,Anthomuricea divergens,Paramuriceidae,,,289426
s2593,Anthomuricea reticulata,Paramuriceidae,,,289427
s2594,Anthomuricea sanguinea,Paramuriceidae,,,289428
s2595,Anthomuricea simplex,Paramuriceidae,,,289429
s2596,Anthomuricea tenuispina,Paramuriceidae,,,289430
s2597,Anthomuricea timorensis,Paramuriceidae,,,289431
s2598,Astrogorgia arborea,Astrogorgiidae,,,520672
s2599,Astrogorgia balinensis,Astrogorgiidae,,,390205
s2600,Astrogorgia bayeri,Astrogorgiidae,,,289466
s2601,Astrogorgia begata,Astrogorgiidae,,,289467
s2602,Astrogorgia canala,Astrogorgiidae,,,289468
s2603,Astrogorgia filigella,Astrogorgiidae,,,880192
s2604,Astrogorgia fruticosa,Astrogorgiidae,,,517634
s2605,Astrogorgia jiska,Astrogorgiidae,,,289470
s2606,Astrogorgia lafoa,Astrogorgiidae,,,289471
s2607,Astrogorgia lea,Astrogorgiidae,,,289472
s2608,Astrogorgia mengalia,Astrogorgiidae,,,289473
s2609,Astrogorgia milka,Astrogorgiidae,,,289474
s2610,Astrogorgia ramosa,Astrogorgiidae,,,1303211
s2611,Astrogorgia rubra,Astrogorgiidae,,,289475
s2612,Astrogorgia sara,Astrogorgiidae,,,289476
s2613,Astrogorgia sinensis,Astrogorgiidae,,,289477
s2614,Astrogorgia splendens,Astrogorgiidae,,,1303214
s2615,Astromuricea fusca,Paramuriceidae,,,213050
s2616,Astromuricea polyclados,Paramuriceidae,,,1504751
s2617,Echinogorgia stellifera,Paramuriceidae,,,1636989
s2618,Astromuricea theophilasi,Paramuriceidae,,,520674
s2619,Bayergorgia vermidoma,uncertain,,,472851
s2620,Bebryce asteria,Paramuriceidae,,,876083
s2621,Bebryce bocki,Paramuriceidae,,,517635
s2622,Bebryce boninensis,Paramuriceidae,,,517636
s2623,Bebryce brunnea,Paramuriceidae,,,520676
s2624,Bebryce cactus,Paramuriceidae,,,286339
s2625,Bebryce cinerea,Paramuriceidae,,,286340
s2626,Bebryce cofferi,Paramuriceidae,,,876084
s2627,Bebryce crucifera,Paramuriceidae,,,286341
s2628,Bebryce densa,Paramuriceidae,,,517637
s2629,Bebryce grandicalyx,Paramuriceidae,,,517638
s2630,Bebryce grandis,Paramuriceidae,,,286342
s2631,Bebryce harpy,Paramuriceidae,,,286343
s2632,Bebryce hicksoni,Paramuriceidae,,,286344
s2633,Bebryce inermis,Paramuriceidae,,,565316
s2634,Bebryce mollis,Paramuriceidae,,,125380
s2635,Bebryce nuttingi,Paramuriceidae,,,1457333
s2636,Bebryce otsuchiensis,Paramuriceidae,,,876080
s2637,Bebryce parastellata,Paramuriceidae,,,286346
s2638,Bebryce philippii,Paramuriceidae,,,286347
s2639,Bebryce rigida,Paramuriceidae,,,517639
s2640,Bebryce rotunda,Paramuriceidae,,,876081
s2641,Bebryce satsumaensis,Paramuriceidae,,,876082
s2642,Bebryce sirene,Paramuriceidae,,,286348
s2643,Bebryce studeri,Paramuriceidae,,,286350
s2644,Bebryce sulfurea,Paramuriceidae,,,286351
s2645,Bebryce tenuis,Paramuriceidae,,,286352
s2646,Bebryce thomsoni,Paramuriceidae,,,286353
s2647,Chromoplexaura cordellbankensis,Gorgoniidae,,,1347589
s2648,Chromoplexaura marki,Gorgoniidae,,,724231
s2649,Cryogorgia koolsae,uncertain,,,289747
s2650,Echinogorgia abietina,Paramuriceidae,,,289847
s2651,Echinogorgia armata,Paramuriceidae,,,289848
s2652,Echinogorgia aurantiaca,Paramuriceidae,,,289850
s2653,Echinogorgia cerea,Paramuriceidae,,,289851
s2654,Echinogorgia clausa,Paramuriceidae,,,832294
s2655,Echinogorgia complexa,Paramuriceidae,,,289852
s2656,Echinogorgia flabellum,Paramuriceidae,,,289853
s2657,Echinogorgia flexilis,Paramuriceidae,,,289854
s2658,Echinogorgia furfuracea,Paramuriceidae,,,289856
s2659,Echinogorgia gracillima,Paramuriceidae,,,289857
s2660,Echinogorgia granifera,Paramuriceidae,,,289858
s2661,Echinogorgia humilis,Paramuriceidae,,,289859
s2662,Echinogorgia japonica,Paramuriceidae,,,517704
s2663,Echinogorgia lami,Paramuriceidae,,,517705
s2664,Echinogorgia macrospiculata,Paramuriceidae,,,289860
s2665,Echinogorgia mertoni,Paramuriceidae,,,289861
s2666,Echinogorgia modesta,Paramuriceidae,,,289862
s2667,Echinogorgia multispinosa,Paramuriceidae,,,289863
s2668,Echinogorgia muricelloides,Paramuriceidae,,,889420
s2669,Echinogorgia noumea,Paramuriceidae,,,289864
s2670,Echinogorgia operculata,Paramuriceidae,,,832298
s2671,Echinogorgia pinnata,Paramuriceidae,,,289865
s2672,Echinogorgia pseudosassapo,Paramuriceidae,,,517706
s2673,Echinogorgia ramosa_Thomson&Henderson_1905,Paramuriceidae,,,889421
s3654,Echinogorgia ramosa_Thomson&Russell_1909,Paramuriceidae,,,517707
s2674,Echinogorgia ramulosa,Paramuriceidae,,,289866
s2675,Echinogorgia rebekka,Paramuriceidae,,,289867
s2676,Echinogorgia reticulata,Paramuriceidae,,,289868
s2677,Echinogorgia ridleyi,Paramuriceidae,,,289869
s2678,Echinogorgia russelli,Paramuriceidae,,,517708
s2679,Echinogorgia sasappo,Paramuriceidae,,,289870
s2680,Echinogorgia sphaerophora,Paramuriceidae,,,289871
s2681,Echinogorgia stellata,Paramuriceidae,,,832299
s2682,Echinogorgia studeri,Paramuriceidae,,,289873
s2683,Echinogorgia thomsonideani,Paramuriceidae,,,832302
s2684,Echinogorgia toombo,Paramuriceidae,,,289874
s2685,Echinogorgia umbratica,Paramuriceidae,,,289875
s2686,Echinogorgia verrucosa,Paramuriceidae,,,289876
s2687,Echinogorgia andamanensis,Paramuriceidae,,,1636986
s2688,Echinomuricea bicornis,Paramuriceidae,,,517709
s2689,Echinomuricea borealis,Paramuriceidae,,,287525
s2690,Echinomuricea coccinea,Paramuriceidae,,,287527
s2691,Echinomuricea collaris,Paramuriceidae,,,287528
s2692,Echinomuricea coronalis,Paramuriceidae,,,287529
s2693,Echinomuricea costata,Paramuriceidae,,,287530
s2694,Echinomuricea cylindrica,Paramuriceidae,,,287531
s2695,Echinomuricea horrida,Paramuriceidae,,,287532
s2696,Echinomuricea indica,Paramuriceidae,,,287533
s2697,Echinomuricea indomalaccensis,Paramuriceidae,,,287534
s2698,Echinomuricea ochracea,Paramuriceidae,,,287537
s2699,Echinomuricea peterseni,Paramuriceidae,,,287539
s2700,Echinomuricea philippinensis,Paramuriceidae,,,287540
s2701,Echinomuricea pulchra,Paramuriceidae,,,287541
s2702,Echinomuricea ramosa,Paramuriceidae,,,517710
s2703,Echinomuricea spinifera,Paramuriceidae,,,287544
s2704,Echinomuricea spinosa,Paramuriceidae,,,287545
s2705,Echinomuricea splendens,Paramuriceidae,,,287546
s2706,Villogorgia tenuis,Paramuriceidae,,,1637024
s2707,Echinomuricea uliginosa,Paramuriceidae,,,287549
s2708,Elasmogorgia filiformis,uncertain,,,289882
s2709,Elasmogorgia flexilis,uncertain,,,289883
s2710,Elasmogorgia ramosa,uncertain,,,289885
s2711,Eunicea aspera,Plexauridae,,,283233
s2712,Eunicea castelnaudi,Plexauridae,,,283236
s2714,Eunicea distans,Plexauridae,,,283239
s2716,Eunicea hicksoni,Plexauridae,,,283245
s2717,Eunicea hirta,Plexauridae,,,283246
s2719,Eunicea knighti,Plexauridae,,,283249
s2722,Eunicea palmeri,Plexauridae,,,283257
s2725,Eunicea stromyeri,Plexauridae,,,283261
s2726,Euplexaura abietina,Euplexauridae,,,287786
s2727,Euplexaura albida,Euplexauridae,,,287787
s2728,Euplexaura amerea,Euplexauridae,,,287788
s2729,Euplexaura anastomosans,Euplexauridae,,,287789
s2730,Euplexaura arbuscula,Euplexauridae,,,760033
s2731,Euplexaura aruensis,Euplexauridae,,,287790
s2732,Euplexaura attenuata,Euplexauridae,,,287791
s2733,Euplexaura boninensis,Euplexauridae,,,880184
s2734,Euplexaura braueri,Euplexauridae,,,287792
s2735,Euplexaura capensis,Euplexauridae,,,287793
s2736,Euplexaura cervicornis,Euplexauridae,,,287794
s2737,Euplexaura crassa,Euplexauridae,,,287795
s2738,Euplexaura curvata,Euplexauridae,,,287796
s2739,Euplexaura divergens,Euplexauridae,,,287797
s2740,Euplexaura erecta,Euplexauridae,,,287798
s2741,Euplexaura javensis,Euplexauridae,,,287800
s2742,Euplexaura kuekenthali,Euplexauridae,,,287801
s2743,Euplexaura media,Euplexauridae,,,287804
s2744,Euplexaura mitsukurii,Euplexauridae,,,880187
s2745,Euplexaura multiflora,Euplexauridae,,,287806
s2746,Euplexaura parciclados,Euplexauridae,,,287808
s2747,Euplexaura parva,Euplexauridae,,,287809
s2748,Euplexaura pendula,Euplexauridae,,,287810
s2749,Euplexaura pinnata,Euplexauridae,,,287811
s2750,Euplexaura plana,Euplexauridae,,,517717
s2751,Euplexaura recta,Euplexauridae,,,287814
s2752,Euplexaura reticulata,Euplexauridae,,,287815
s2753,Euplexaura rhipidalis,Euplexauridae,,,287816
s2754,Euplexaura robusta,Euplexauridae,,,287817
s2755,Euplexaura rubra,Euplexauridae,,,287818
s2756,Euplexaura sparsiflora,Euplexauridae,,,287819
s2757,Euplexaura thomsoni,Euplexauridae,,,287820
s2758,Euplexaura yayoii,Euplexauridae,,,880190
s2759,Heterogorgia hickmani,Paramuriceidae,,,389383
s2760,Heterogorgia papillosa,Paramuriceidae,,,290103
s2761,Heterogorgia tortuosa,Paramuriceidae,,,292015
s2762,Heterogorgia uatumani,Paramuriceidae,,,290110
s2763,Lapidogorgia batseba,Paramuriceidae,,,290272
s2764,Lapidogorgia cimenia,Paramuriceidae,,,290273
s2765,Lepidomuricea ramosa,Paramuriceidae,,,290281
s2766,Lepidomuricea spicata,Paramuriceidae,,,290282
s2767,Menacella gracilis,Paramuriceidae,,,290339
s2768,Menacella reticularis,Paramuriceidae,,,290340
s2769,Menacella rubra,Paramuriceidae,,,517741
s2770,Menacella sladeni,Paramuriceidae,,,290341
s2771,Menella filiformis,Paramuriceidae,,,288369
s2772,Menella flora,Paramuriceidae,,,832305
s2773,Menella grayi,Paramuriceidae,,,288371
s2774,Menella heterospiculata,Paramuriceidae,,,288372
s2775,Menella indica,Paramuriceidae,,,288373
s2776,Menella kanisa,Paramuriceidae,,,288375
s2777,Menella kouare,Paramuriceidae,,,288376
s2778,Menella lenzii,Paramuriceidae,,,288377
s2779,Menella michaelseni,Paramuriceidae,,,288378
s2780,Menella mikrodentata,Paramuriceidae,,,288379
s2781,Menella mjobergi,Paramuriceidae,,,288380
s2782,Menella multispinosa,Paramuriceidae,,,288381
s2783,Menella praelonga,Paramuriceidae,,,288382
s2784,Menella pseudoaurantiaca,Paramuriceidae,,,832307
s2785,Menella regularis,Paramuriceidae,,,288384
s2786,Menella rigida,Paramuriceidae,,,288386
s2787,Menella rubescens,Paramuriceidae,,,288387
s2788,Menella simplex,Paramuriceidae,,,288388
s2789,Menella spinifera,Paramuriceidae,,,288389
s2790,Menella spinosa,Paramuriceidae,,,288390
s2791,Menella unilateralis,Paramuriceidae,,,288391
s2792,Menella woodin,Paramuriceidae,,,288392
s2793,Mesogligorgia scotiae,uncertain,,,290343
s2794,Muricea acervata,Plexauridae,,,287550
s2795,Muricea albida,Plexauridae,,,287551
s2796,Muricea aspera,Plexauridae,,,287553
s2797,Muricea crassa,Plexauridae,,,287557
s2798,Muricea flamma,Plexauridae,,,287560
s2799,Muricea formosa,Plexauridae,,,287561
s2800,Muricea galapagensis,Plexauridae,,,287563
s2801,Muricea hebes,Plexauridae,,,287564
s2802,Muricea hispida,Plexauridae,,,287565
s2803,Muricea midas,Plexauridae,,,287568
s2804,Muricea mortensenii,Plexauridae,,,874480
s2805,Muricea nariformis,Plexauridae,,,874481
s2806,Muricea pendula,Plexauridae,,,177746
s2807,Muricea pinnata,Plexauridae,,,287570
s2808,Muricea plantaginea,Plexauridae,,,874479
s2809,Muricea purpurea,Plexauridae,,,287571
s2810,Muricea retusa,Plexauridae,,,287574
s2811,Muricea robusta,Plexauridae,,,287575
s2812,Muricea squarrosa,Plexauridae,,,287577
s2813,Muricea subtilis,Plexauridae,,,889328
s2814,Muricea tubigera,Plexauridae,,,287579
s2815,Muricea waltonsmithi,Plexauridae,,,287580
s2816,Muriceides aequatorialis,Paramuriceidae,,,1327397
s2817,Muriceides collaris,Paramuriceidae,,,286357
s2818,Muriceides cylindrica,Paramuriceidae,,,286358
s2819,Muriceides dubia,Paramuriceidae,,,286359
s2820,Muriceides echinata,Paramuriceidae,,,286360
s2821,Muriceides fragilis,Paramuriceidae,,,286361
s2822,Muriceides hirta,Paramuriceidae,,,418852
s2823,Muriceides javensis,Paramuriceidae,,,286364
s2824,Muriceides kuekenthali,Paramuriceidae,,,125382
s2825,Muriceides lepida,Paramuriceidae,,,125383
s2826,Muriceides nigra,Paramuriceidae,,,286365
s2827,Muriceides obtusa,Paramuriceidae,,,286366
s2828,Muriceides robusta,Paramuriceidae,,,286367
s2829,Muriceides sceptrum,Paramuriceidae,,,292017
s2830,Muriceides tenuis,Paramuriceidae,,,286368
s2831,Muriceides verrilli,Paramuriceidae,,,286369
s2832,Muriceopsis bayeriana,Pterogorgiidae,,,517747
s2833,Muriceopsis metaclados,Pterogorgiidae,,,517748
s2834,Muriceopsis sulphurea,Pterogorgiidae,,,290419
s2835,Muriceopsis tuberculata,Pterogorgiidae,,,880119
s2836,Paracis alba,Paramuriceidae,,,290605
s2837,Paracis alternans,Paramuriceidae,,,290606
s2838,Paracis caecilia,Paramuriceidae,,,290608
s2839,Paracis ceylonensis,Paramuriceidae,,,290610
s2840,Paracis chawwa,Paramuriceidae,,,290611
s2841,Paracis dejecta,Paramuriceidae,,,290612
s2842,Paracis horrida,Paramuriceidae,,,1419321
s2843,Imbricacis ijimae,Paramuriceidae,,,1665631
s2844,Paracis indica,Paramuriceidae,,,290614
s2845,Paracis indivisa,Paramuriceidae,,,290615
s2846,Imbricacis miyajimae,Paramuriceidae,,,1665638
s2847,Paracis obscura,Paramuriceidae,,,290617
s2848,Neoacis orientalis,Paramuriceidae,,,1665602
s2849,Neoacis pustulata,Paramuriceidae,,,1665628
s2850,Paracis rigida,Paramuriceidae,,,290620
s2851,Paracis serrata,Paramuriceidae,,,290621
s2852,Paracis solorensis,Paramuriceidae,,,290622
s2853,Pseudoparacis spinifera,Paramuriceidae,,,1665645
s2854,Paracis spinosa,Paramuriceidae,,,290624
s2855,Imbricacis squamata,Paramuriceidae,,,1665640
s2856,Paracis ulex,Paramuriceidae,,,290626
s2857,Paramuricea candida,Paramuriceidae,,,125386
s2858,Paramuricea echinata,Paramuriceidae,,,517760
s2859,Paramuricea grandis,Paramuriceidae,,,158289
s2860,Paramuricea grayi,Paramuriceidae,,,125388
s2861,Paramuricea hawaiiensis,Paramuriceidae,,,286374
s2862,Acanthogorgia hirsuta,Paramuriceidae,,,125349
s2863,Paramuricea hyalina,Paramuriceidae,,,286376
s2864,Paramuricea indica,Paramuriceidae,,,286377
s2865,Paramuricea intermedia,Paramuriceidae,,,286378
s2866,Paramuricea johnsoni,Paramuriceidae,,,286379
s2867,Paramuricea laxa,Paramuriceidae,,,286381
s2868,Paramuricea multispina,Paramuriceidae,,,286382
s2869,Paramuricea ramosa,Paramuriceidae,,,286383
s2870,Paramuricea robusta,Paramuriceidae,,,286384
s2871,Paramuricea spinosa,Paramuriceidae,,,286385
s2872,Paraplexaura asper,Paramuriceidae,,,517892
s2873,Paraplexaura cryptotheca,Paramuriceidae,,,832308
s2874,Paraplexaura debora,Paramuriceidae,,,290678
s2875,Paraplexaura pulchra,Paramuriceidae,,,832309
s2876,Paraplexaura reticuloides,Paramuriceidae,,,832311
s2877,Placogorgia becena,Paramuriceidae,,,125391
s2878,Placogorgia coronata,Paramuriceidae,,,125392
s2879,Placogorgia dentata,Paramuriceidae,,,286394
s2880,Placogorgia graciosa,Paramuriceidae,,,125393
s2881,Placogorgia intermedia,Paramuriceidae,,,125394
s2882,Pseudoparacis japonica,Paramuriceidae,,,1665648
s2883,Placogorgia massiliensis,Paramuriceidae,,,125395
s2884,Placogorgia mirabilis,Paramuriceidae,,,286401
s2885,Placogorgia polybrachis,Paramuriceidae,,,286405
s2886,Placogorgia rudis,Paramuriceidae,,,286408
s2887,Echinogorgia squamata,Paramuriceidae,,,1636988
s2888,Placogorgia studeri,Paramuriceidae,,,286412
s2889,Placogorgia terceira,Paramuriceidae,,,125396
s2890,Placogorgia tribuloides,Paramuriceidae,,,418853
s2891,Plexaura arbuscula,Plexauridae,,,290782
s2893,Plexaura corticosa,Plexauridae,,,290786
s2894,Plexaura desiderata,Plexauridae,,,1317090
s2895,Plexaura dubia,Plexauridae,,,290787
s2896,Plexaura edwardsi,Plexauridae,,,290788
s2897,Plexaura ehrenbergi,Plexauridae,,,290789
s2898,Plexaura esperi,Plexauridae,,,290790
s2899,Plexaura flexuosula,Plexauridae,,,290794
s2900,Plexaura hartmeyeri,Plexauridae,,,290796
s2902,Plexaura michelini,Plexauridae,,,1513983
s2903,Plexaura miniacea,Plexauridae,,,290801
s2904,Plexaura porosa,Plexauridae,,,290804
s2906,Plexaura turgida,Plexauridae,,,290807
s2907,Plexaura valenciennesi,Plexauridae,,,290808
s2908,Psammogorgia anastomosans,Gorgoniidae,,,290854
s2909,Psammogorgia flabellum,Gorgoniidae,,,889418
s2910,Psammogorgia geniculata,Gorgoniidae,,,290857
s2911,Psammogorgia gracilis,Gorgoniidae,,,290858
s2912,Psammogorgia hookeri,Gorgoniidae,,,747367
s2913,Psammogorgia nodosa,Gorgoniidae,,,290859
s2914,Psammogorgia pax,Gorgoniidae,,,1455878
s2915,Psammogorgia plexauroides,Gorgoniidae,,,290860
s2916,Euplexaura ridleyi,Euplexauridae,,,1637007
s2917,Psammogorgia schoedei,Gorgoniidae,,,290862
s2919,Pseudothesea flava,uncertain,,,1506076
s2920,Pseudothesea flexilis,uncertain,,,1506079
s2922,Pseudothesea immersa,uncertain,,,1506078
s2923,Pseudothesea pallida,uncertain,,,1506077
s2924,Pseudothesea placoderma,uncertain,,,1506072
s2925,Pseudothesea simplex,uncertain,,,1506080
s2926,Scleracis petrosa,Scleracidae,,,291028
s2927,Spinimuricea atlantica,Paramuriceidae,,,125397
s2928,Swiftia borealis,Plexauridae,,,125399
s2929,Stenogorgia casta,Pterogorgiidae,,,1473600
s2930,Swiftia comauensis,Plexauridae,,,889449
s2931,Swiftia dubia,Plexauridae,,,125400
s2932,Swiftia farallonesica,Plexauridae,,,889450
s3638,Callistephanus koreni,Gorgoniidae,,,1485998
s3640,Callistephanus pallida,Gorgoniidae,,,1608729
s2935,Swiftia pourtalesii,Plexauridae,,,177817
s2936,Swiftia pusilla,Plexauridae,,,1303208
s3641,Callistephanus rosea,Gorgoniidae,,,1608730
s2938,Swiftia sahlingi,Plexauridae,,,1380637
s2939,Swiftia sibogae,Plexauridae,,,286419
s3643,Callistephanus spauldingi,Gorgoniidae,,,1608732
s2941,Swiftia studeri,Plexauridae,,,286421
s2942,Thesea acanthoides,uncertain,,,1550969
s2943,Thesea alternata,uncertain,,,286422
s2944,Thesea antiope,uncertain,,,286423
s2945,Discogorgia campanulifera,Paramuriceidae,,,520682
s2946,Thesea citrina,uncertain,,,286427
s2947,Thesea dalioi,uncertain,,,1297965
s2948,Thesea dendritica,uncertain,,,286428
s2949,Thesea grandiflora,uncertain,,,286433
s2950,Thesea granulosa,uncertain,,,418856
s2951,Thesea guadalupensis,uncertain,,,286434
s2952,Thesea hebes,uncertain,,,286435
s2953,Thesea nivea,uncertain,,,418857
s2954,Thesea pyrrha,uncertain,,,1568544
s2955,Thesea rigida,uncertain,,,286444
s2956,Thesea rubra,uncertain,,,418858
s2957,Thesea rugosa,uncertain,,,286445
s2958,Thesea talismani,uncertain,,,125403
s2959,Thesea variabilis,uncertain,,,1506074
s2960,Pseudoparacis erythraeensis,Paramuriceidae,,,1665651
s2961,Trimuricea africana,Paramuriceidae,,,517843
s2962,Trimuricea bicolor,Paramuriceidae,,,873974
s2963,Trimuricea caledonica,Paramuriceidae,,,291238
s2964,Trimuricea flava,Paramuriceidae,,,873975
s2965,Trimuricea inermis,Paramuriceidae,,,873983
s2966,Trimuricea merguiensis,Paramuriceidae,,,517844
s2967,Trimuricea omanensis,Paramuriceidae,,,873976
s2968,Trimuricea persica,Paramuriceidae,,,873977
s2969,Trimuricea reticulata,Paramuriceidae,,,517845
s2970,Trimuricea spinosa,Paramuriceidae,,,873978
s2971,Trimuricea tuberculosa,Paramuriceidae,,,873979
s2972,Villogorgia acanthostoma,Paramuriceidae,,,286448
s2973,Villogorgia alternans,Paramuriceidae,,,286449
s2974,Villogorgia antillarum,Paramuriceidae,,,517853
s2975,Villogorgia arbuscula,Paramuriceidae,,,286450
s2976,Villogorgia atra,Paramuriceidae,,,286451
